"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"536","영화상영관","03_13_02_P","3330000","CDFF4220002002000008","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지","부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)","48095","메가박스 해운대 테이블M관","2017-03-15 18:15:53","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"537","영화상영관","03_13_02_P","3330000","CDFF4220002006000007","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스해운대(장산)7관","2024-01-23 19:38:23","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","8","2","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"538","영화상영관","03_13_02_P","3330000","CDFF4220002006000002","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스 해운대(장산) 제2관","2024-01-23 19:36:18","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","0","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"539","영화상영관","03_13_02_P","3330000","CDFF4220002006000003","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스 해운대(장산) 제3관","2024-01-23 19:36:28","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","0","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"540","영화상영관","03_13_02_P","3330000","CDFF4220002006000004","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스 해운대(장산) 제4관","2024-01-23 19:36:38","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","8","","","0","2","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"541","영화상영관","03_13_02_P","3330000","CDFF4220002006000005","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스해운대(장산)5관","2024-01-23 19:36:48","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","8","2","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"542","영화상영관","03_13_02_P","3330000","CDFF4220002006000006","2006-07-11","","03","폐업","03","폐업","2024-01-15","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스해운대(장산)6관","2024-01-23 19:37:28","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","8","2","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"543","영화상영관","03_13_02_P","3330000","CDFF4220001998000001","1998-06-23","","03","폐업","03","폐업","2009-06-22","","","","","","612-824","부산광역시 해운대구 우동 1413번지 올림픽공원 놀이마당","부산광역시 해운대구 APEC로 58  (우동,올림픽공원 놀이마당)","","자동차야외극장 씨네파크","2009-06-22 13:48:47","I","2018-08-31 23:59:59","","394621.92798588","187299.290893377","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","자동차극장","","19980623","",
"544","영화상영관","03_13_02_P","3330000","CDFF4220001998000002","1998-03-19","","03","폐업","03","폐업","2006-07-10","","","","051-740-0410","","612-821","부산광역시 해운대구 우동 651-2번지","부산광역시 해운대구 해운대해변로 217  (우동)","","그랜드맥스","2008-06-27 13:24:46","I","2018-08-31 23:59:59","","396311.478370083","186563.963573726","영화상영관","영화상영관","28","","","","22","6","","","","","","","","","","","","","","","","","","","","영화관","","19980319","일반상업지역",
"545","영화상영관","03_13_02_P","3330000","CDFF4220002002000001","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지","부산광역시 해운대구 해운대로 648, 6층 (우동)","48095","메가박스 해운대 제1관","2017-03-15 18:12:13","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"546","영화상영관","03_13_02_P","3330000","CDFF4220002002000002","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지 스펀지몰","부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)","48095","메가박스 해운대 제2관","2017-03-15 18:12:58","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"547","영화상영관","03_13_02_P","3330000","CDFF4220002002000003","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지 스펀지몰 6층","부산광역시 해운대구 해운대로 648 (우동)","48095","메가박스 해운대 제3관","2017-03-15 18:13:25","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"548","영화상영관","03_13_02_P","3330000","CDFF4220002002000009","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지","부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)","48095","메가박스 해운대 제9관","2017-03-15 18:16:32","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"549","영화상영관","03_13_02_P","3330000","CDFF4220002002000010","2002-11-12","","03","폐업","03","폐업","2017-03-15","","","","","","","부산광역시 해운대구 우동 587-1번지","부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)","48095","메가박스 해운대 제10관","2017-03-15 18:17:02","I","2018-08-31 23:59:59","","396848.162435672","187172.579511005","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20021112","",
"550","영화상영관","03_13_02_P","3330000","CDFF4220002006000001","2006-07-11","","03","폐업","03","폐업","2024-01-12","","","","","","","부산광역시 해운대구 좌동 1467-4 NC백화점 8층","부산광역시 해운대구 해운대로 813, 8층 (좌동, NC백화점)","48106","메가박스해운대(장산)1관","2024-01-23 19:36:01","U","2024-01-25 02:40:00","","398269.05154158","187874.778091232","영화상영관","영화상영관","0","","","0","0","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20060711","",
"551","영화상영관","03_13_02_P","3560000","CDFF4220002016000007","2016-10-13","","03","폐업","03","폐업","2020-11-04","","","","","","","인천광역시 서구 청라동 162-2","인천광역시 서구 중봉대로 610, 8층 (청라동)","22736","메가박스중앙(주) 청라지점 7관","2020-11-05 15:02:33","U","2020-11-07 02:40:00","","169021.582679554","448018.539513109","영화상영관","","12","기타","","","10","3","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20161013","일반상업지역",
"552","영화상영관","03_13_02_P","3490000","CDFF4220001983000002","1983-12-30","","03","폐업","03","폐업","2002-08-20","","","","","","400-103","인천광역시 중구 신흥동3가 13번지","","","자유극장","2004-02-16 10:01:56","I","2018-08-31 23:59:59","","","","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19831230","",
"553","영화상영관","03_13_02_P","3490000","CDFF4220002012000001","2012-01-16","","03","폐업","03","폐업","2022-01-14","","","","032-743-8580","","","인천광역시 중구 운서동 2850 인천공항교통센터 지하1층","인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)","","CGV 인천공항 2관","2022-01-18 14:32:07","U","2022-01-20 02:40:00","","152264.138138651","437747.292660783","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20120116","",
"554","영화상영관","03_13_02_P","3490000","CDFF4220002012000002","2012-01-16","","03","폐업","03","폐업","2022-01-14","","","","02-371-6639","","","인천광역시 중구 운서동 2850 인천공항교통센터 지하1층","인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)","","CGV 인천공항 1관","2022-01-18 14:31:26","U","2022-01-20 02:40:00","","152264.138138651","437747.292660783","영화상영관","","0","","","0","0","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20120116","",
"555","영화상영관","03_13_02_P","3520000","CDFF4220002002000002","2002-07-30","","03","폐업","03","폐업","2009-11-02","","","","","","406-831","인천광역시 연수구 청학동 502-2번지","인천광역시 연수구 청능대로 75  (청학동)","","롯데시네마","2009-11-03 17:17:29","I","2018-08-31 23:59:59","","171122.413843144","434882.960698939","영화상영관","영화상영관","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20020730","",
"556","영화상영관","03_13_02_P","3520000","CDFF4220002002000003","2002-07-30","","03","폐업","03","폐업","2009-11-02","","","","","","406-831","인천광역시 연수구 청학동 502-2번지","인천광역시 연수구 청능대로 75  (청학동)","","롯데시네마","2009-11-03 17:18:03","I","2018-08-31 23:59:59","","171122.413843144","434882.960698939","영화상영관","영화상영관","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20020730","",
"557","영화상영관","03_13_02_P","3520000","CDFF4220002002000004","2002-07-30","","03","폐업","03","폐업","2009-11-02","","","","","","406-831","인천광역시 연수구 청학동 502-2번지","인천광역시 연수구 청능대로 75  (청학동)","","롯데시네마","2009-11-03 17:21:27","I","2018-08-31 23:59:59","","171122.413843144","434882.960698939","영화상영관","영화상영관","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20020730","",
"558","영화상영관","03_13_02_P","3520000","CDFF4220002002000005","2002-07-30","","03","폐업","03","폐업","2009-11-02","","","","","","406-831","인천광역시 연수구 청학동 502-2번지","인천광역시 연수구 청능대로 75  (청학동)","","롯데시네마","2009-11-03 17:21:48","I","2018-08-31 23:59:59","","171122.413843144","434882.960698939","영화상영관","영화상영관","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20020730","",
"559","영화상영관","03_13_02_P","3520000","CDFF4220002002000006","2002-07-30","","03","폐업","03","폐업","2009-11-02","","","","","","138-727","서울특별시 송파구 신천동 7-18번지 롯데캐슬골드 101동 2008호","서울특별시 송파구 올림픽로 269, 101동 2008호 (신천동,롯데캐슬골드)","","롯데시네마","2009-11-03 17:22:09","I","2018-08-31 23:59:59","","208836.192051204","445807.727388799","영화상영관","영화상영관","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20020730","",
